Recipient Name,Award Amount,Careers Search
FULTONST1 LLC,275185.13,https://www.google.com/search?q=FULTONST1%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
MERATIVE US L.P.,249865.77,https://www.google.com/search?q=MERATIVE%20US%20L.P.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
UNION5 LLC,114456.6,https://www.google.com/search?q=UNION5%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"GLOBAL SOLUTIONS GROUP, INC.",82605.0,https://www.google.com/search?q=GLOBAL%20SOLUTIONS%20GROUP%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CARAHSOFT TECHNOLOGY CORP,75332.32,https://www.google.com/search?q=CARAHSOFT%20TECHNOLOGY%20CORP%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
COM-STRAT LLC,70200.0,https://www.google.com/search?q=COM-STRAT%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
NATIONAL ACADEMY OF SCIENCES,70000.0,https://www.google.com/search?q=NATIONAL%20ACADEMY%20OF%20SCIENCES%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HAKA, INC.",69108.0,https://www.google.com/search?q=HAKA%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
S&P GLOBAL MARKET INTELLIGENCE LLC,60500.0,https://www.google.com/search?q=S%26P%20GLOBAL%20MARKET%20INTELLIGENCE%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"WASTE WISE PRODUCTS, LLC",56726.25,https://www.google.com/search?q=WASTE%20WISE%20PRODUCTS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"MYP, INC.",49439.22,https://www.google.com/search?q=MYP%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
INTER-INDUSTRY ECONOMIC RESEARCH FUND INC,43000.0,https://www.google.com/search?q=INTER-INDUSTRY%20ECONOMIC%20RESEARCH%20FUND%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
